From;To;Type;Through;start_x;start_y;stop_x;stop_y;adjacency_rule_name;Comment
13572;12846;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
13562;5011;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
13562;13569;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
13562;7997;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
13562;12596;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
13562;5076;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
13562;13563;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
13562;13573;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
13562;2099;impassable;-1;-1;-1;-1;-1;;Qaidam Mountains
2053;2099;impassable;-1;-1;-1;-1;-1;;To Lai Shan
2053;13571;impassable;-1;-1;-1;-1;-1;;To Lai Shan
2053;13574;impassable;-1;-1;-1;-1;-1;;To Lai Shan
2053;13575;impassable;-1;-1;-1;-1;-1;;To Lai Shan
2053;13388;impassable;-1;-1;-1;-1;-1;;To Lai Shan
2053;5100;impassable;-1;-1;-1;-1;-1;;To Lai Shan
2053;2028;impassable;-1;-1;-1;-1;-1;;To Lai Shan
2053;5076;impassable;-1;-1;-1;-1;-1;;To Lai Shan
13580;1882;impassable;-1;-1;-1;-1;-1;;Amne Machin
13580;4536;impassable;-1;-1;-1;-1;-1;;Amne Machin
13580;12815;impassable;-1;-1;-1;-1;-1;;Amne Machin
13580;11448;impassable;-1;-1;-1;-1;-1;;Amne Machin
13580;10817;impassable;-1;-1;-1;-1;-1;;Amne Machin
13580;13593;impassable;-1;-1;-1;-1;-1;;Amne Machin
13580;13595;impassable;-1;-1;-1;-1;-1;;Amne Machin
13580;13596;impassable;-1;-1;-1;-1;-1;;Amne Machin
13581;10817;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13581;1882;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13581;13377;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13581;13370;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13581;8104;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13581;7988;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13581;13593;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13600;13370;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13600;13601;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13600;13602;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13600;7988;impassable;-1;-1;-1;-1;-1;;Golog Mountains
13579;13565;impassable;-1;-1;-1;-1;-1;;Boda Shan
13579;12846;impassable;-1;-1;-1;-1;-1;;Boda Shan
13579;13564;impassable;-1;-1;-1;-1;-1;;Boda Shan
13579;10750;impassable;-1;-1;-1;-1;-1;;Boda Shan
13579;13578;impassable;-1;-1;-1;-1;-1;;Boda Shan
13579;4536;impassable;-1;-1;-1;-1;-1;;Boda Shan
13597;1882;impassable;-1;-1;-1;-1;-1;;Boda Shan
13597;8018;impassable;-1;-1;-1;-1;-1;;Boda Shan
13597;13565;impassable;-1;-1;-1;-1;-1;;Boda Shan
13597;4536;impassable;-1;-1;-1;-1;-1;;Boda Shan
8112;4682;land;-1;-1;-1;-1;-1;;Hotan Pass
3314;6336;sea;2752;2885;1578;2890;1581;;Afsluitdijk
-1;-1;;-1;-1;-1;-1;-1;-1
